Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
3392371,1194508800000,Very Slow,26097.81652,16216.16827,0.0576026712,22.40743828,,,4.874,,1.329787701,220.8720185,209.663436,1.632694407,2454437.346,342.7454659,0.6427330114,2007,,8,Low,High,False
3393819,,Very Slow,20876.3447,12971.74874,0.0888234847,34.55233383,13287804,8256658.5,6.576,2458000.5,,39.07072065,163.458081,,,25.10154406,1.150794477,,,,Low,High,False
3395986,1194508800000,Slow,,49342.5064,,45.87412262,17641828,10962124,3.354,,2.096774747,184.6678279,,3.596735606,2457698.679,97.97753193,0.324620848,2007,11,8,High,Low,False
3423827,1194508800000,Slow,62401.37874,38773.79003,,179.6876373,69102536,42938328,6.247,2458000.5,0.9431810344,18.97758693,75.41030965,1.425863439,2458113.65,238.2507748,1.075998052,2007,11,8,Low,Low,False
3602839,1194508800000,Slow,,32186.97886,0.1010454835,39.30669403,15116189,9392764,,2458000.5,0.9863184917,,286.5373774,,,80.65477585,1.006186094,,11,8,Low,,False
3720898,1194508800000,Fast,81793.68648,50823.41591,0.4989218964,194.0806122,74637656,46377688,,,1.138353516,54.11929722,,1.453470221,2457981.106,15.73856969,0.8114996631,2007,11,8,Low,Medium,False
3640744,1194508800000,Slow,61539.42857,38238.20771,0.1625687406,,24319938,15111709,,,2.052442752,,175.9940427,3.271732937,2457602.221,,0.3351949719,2007,,8,,,False
3770988,1194508800000,Slow,71117.87714,44189.88316,0.4877217781,189.7237701,72962136,45336572,6.634,,0.8827707374,134.7222684,254.8374503,1.266058524,,,1.188316647,2007,11,8,Low,,False
2021374,,Slow,46222.65541,28720.96052,,163.8669128,63018356,39157792,4.995,,,59.21947923,197.2132121,1.42243034,2457858.958,97.53831793,0.6891131498,,,15,,Low,False
2033342,,Slow,,43791.27388,0.3235563525,125.8634262,48403344,30076444,7.912,,0.7184976905,,167.2965172,1.018776728,,241.1948951,1.618325991,2007,11,15,,Low,True
2221787,1195113600000,Very Slow,8278.237027,,0.3508291764,136.4725494,52483300,32611610,4.331,2458000.5,1.604868937,344.6983519,,,2458181.065,272.465647,,2007,11,15,,Low,False
3283835,1195113600000,Slow,59428.25316,36926.40542,0.4941501686,,73923816,45934128,7.351,2457600.5,,114.4535882,,1.155978512,2457707.604,206.5407562,1.432800429,2007,,15,,Low,False
3394074,1195113600000,Very Slow,35537.47433,22081.60454,0.0382374356,14.87436199,,3554391.5,,,,42.06401483,161.6088905,,2457975.455,36.33992604,1.451005214,2007,11,15,Low,,False
3520758,1195113600000,Slow,55281.7034,34349.90065,0.4286235645,166.7345581,,39843048,,,0.8008085288,51.60300056,353.0200964,1.041455478,2458078.556,252.6458174,1.375343056,2007,,15,Low,Low,False
3605565,1195113600000,Very Slow,,,0.3248255195,,48593208,30194420,5.292,2458000.5,,246.1373133,303.2352334,1.328775842,,69.71710174,0.7602537208,2007,,15,Low,Low,False
3721164,1195113600000,,91407.48313,56797.05528,0.3857055017,150.039444,57700724,35853568,,2458000.5,1.908086667,86.33599983,243.3766867,2.993136207,2458199.224,,0.3739443094,,11,15,Medium,,False
2469737,1195113600000,,59428.23393,36926.39347,0.4941501114,192.2243958,73923800,45934124,7.35,,,114.4423845,,1.156036147,2457958.897,59.59793608,,2007,,15,,Low,False
3398089,1195718400000,Very Slow,40762.74326,25328.38345,0.1168538236,45.45613861,17481084,10862242,4.978,,1.270554212,265.7437492,71.09183029,1.793280318,2454366.15,61.49035761,,2007,11,22,Low,High,False
2137099,1195718400000,Fast,,56721.85665,0.4982928898,193.8359375,74543560,46319220,5.445,2458000.5,1.100009023,94.28465311,,1.608898875,2458154.78,228.1991974,0.8542986151,2007,11,,Low,Low,False
3410534,1195718400000,Very Slow,,,0.3399879692,132.2553253,50861476,31603856,,,,,125.2009524,1.594803721,2458111.677,281.463541,,2007,,22,,Medium,False
3394778,1195718400000,Very Slow,19090.09145,11861.84044,0.0239456978,9.314876556,3582225.5,2225891.75,5.903,2458000.5,,229.4109752,,1.193364567,2457963.481,34.64263077,,,,22,Low,Medium,False
3753623,1195718400000,Slow,,47871.27683,0.2948207678,114.6852722,44104556,27405302,,,,72.96120151,76.43178178,,2457825.323,,0.9685419647,2007,11,22,Low,Low,False
3634889,1195718400000,Very Slow,32472.43265,20177.10683,0.2405012269,93.55497742,35978472,22355986,,,,26.96466473,118.7277403,,2458161.939,232.6662078,,2007,,22,Low,High,False
3774727,1195718400000,Very Slow,33155.97633,20601.83429,0.1466358703,,21936414,13630656,,2458000.5,,239.3844506,41.73239105,,2457935.496,57.58746933,0.8859059569,2007,11,22,,Medium,False
2140333,1197100800000,,95201.3252,,,187.3900757,72064672,44778912,,,0.9619018788,,199.0718013,1.425153207,2457943.386,59.66955873,1.044739258,2007,,8,Low,Low,False
3407479,1197100800000,Fast,91857.11514,,,175.7755432,67598064,42003488,,2458000.5,,50.59134854,54.97996859,3.023437879,2458287.219,251.5968799,,,12,8,Medium,Low,False
3566697,1197100800000,Slow,,34114.31903,0.3679515485,143.1331482,55044768,34203232,,2457600.5,1.169772516,283.4096823,97.45280576,1.747485065,,326.3598227,0.7790260027,2007,,8,Low,Low,True
3605760,1197100800000,Slow,,38909.70802,0.4628915939,180.0648346,69247600,43028464,6.512,2458000.5,,222.2225909,263.5353329,,2457877.333,142.8418281,1.159737974,2007,12,8,Low,Low,False
3644044,,Very Slow,,,0.3618587229,140.7630463,54133296,33636872,4.755,2458000.5,,208.1314008,276.3959254,1.580763974,2458024.627,345.2352681,0.611946663,2007,12,8,Low,,False
3719081,,Slow,46253.33079,28740.02101,0.0601884357,23.41330147,9004062,,,2458000.5,,158.7964135,,1.4587177,2458037.409,327.2879373,0.8862853821,2007,,8,Low,,False
2471323,,Slow,,,,143.1332245,55044800,34203252,5.203,,1.169784152,283.3898259,,1.747489642,,277.9391966,0.7790143787,,12,8,Low,Low,True
3303217,1197705600000,Very Slow,23869.17637,14831.37795,0.0554091776,21.55417061,8289095,,4.28,2458000.5,,241.9541949,180.4400223,2.200010274,2458121.501,,,2007,12,15,Medium,,False
3551070,1197705600000,Very Slow,15418.23322,,0.2603081477,101.2598724,,24197154,3.639,2458000.5,2.070345832,203.142838,246.2856472,2.99294438,,,0.3308565444,2007,12,15,High,,False
3635331,,Slow,,33575.22993,,27.26691628,,6515728,,,1.099992298,23.62340338,315.6179951,1.564960359,2458180.434,,,2007,,15,Low,,True
3709715,1197705600000,Slow,65950.12795,40978.84478,0.1170090965,45.51653671,17504312,10876675,7.726,2458000.5,0.7321056674,,330.8804045,1.145695508,,291.9408532,1.573415487,2007,,,Low,High,False
3739414,,Very Slow,,20153.50966,0.2254377157,,33725004,20955746,5.669,,,124.7943616,250.989179,1.205194364,,239.8245646,0.864722198,2007,12,15,Low,Medium,False
2382406,1198310400000,Slow,59175.07408,36769.08978,0.4566174304,177.6241913,,,4.598,,1.309761966,90.98654568,238.2662184,2.333201088,2458225.412,212.1138074,0.6575299082,2007,12,,Low,,True
2387871,1198310400000,Slow,,28199.92809,,57.9380188,,13844924,3.477,,2.10103623,288.1311859,,3.361794721,2457799.472,65.05943128,0.3236337175,,12,22,High,Low,False
3264323,1198310400000,Very Slow,,23027.10502,0.1673826343,65.11183929,25040084,15559187,5.971,2458000.5,,271.7351131,,,,96.26382045,,2007,12,22,Low,Low,False
3370286,1198310400000,Very Slow,34201.33648,21251.38044,0.4733773314,184.1437836,,44003172,5.632,,1.090902969,357.3666204,268.5901918,,2457987.623,11.13840119,0.8650174898,,12,22,,,False
3384070,,Slow,60829.36461,37797.00158,0.3275791738,,49005148,30450386,3.216,2458000.5,2.273613136,325.1423917,,,2458215.006,298.3306875,0.2874942872,2007,,22,High,,False
3532366,1198310400000,Very Slow,38934.49585,24192.3816,0.1364096825,,20406598,12680072,,2458000.5,0.9925687473,,340.090321,1.123877023,2458060.33,300.3678826,0.9966970642,2007,12,22,Low,,False
2177049,,,41784.80736,25963.45433,0.2513156777,97.76180267,37596292,23361252,,2458000.5,1.417299916,127.1351985,259.5974517,,2458125.87,286.7675469,0.5841325829,2008,,8,Low,,True
3174184,1199779200000,Very Slow,30198.45064,18764.14284,0.0131288769,5.107132912,,1220405.375,,2458000.5,2.509106339,301.1907079,153.4537546,4.039535597,2457375.47,154.9980504,,2008,1,8,High,Low,False
3395309,1199779200000,Fast,111201.4189,69096.23719,0.4326223671,168.2901001,,40214764,5.82,2458000.5,0.9651781924,,,1.668457318,2457965.198,36.6941472,1.039424197,2008,1,8,Low,,False
3523340,1199779200000,Slow,,26502.77373,0.1504220078,58.51416016,22502812,13982599,4.201,,1.620518535,246.4346201,277.1394691,,,224.8790141,0.4777746137,2008,1,8,,,False
3596842,1199779200000,,,43390.56122,0.260163409,101.2035599,38919892,24183698,7.563,2458000.5,,117.5898066,196.3918481,1.085839079,,340.6872146,1.498719862,2008,1,8,Low,Low,False
3655761,1199779200000,,47711.39306,29646.0042,0.278973653,,41733864,25932220,,,,103.126823,137.8817636,1.050666197,,323.7169439,,2008,,8,Low,,False
3766184,1199779200000,Slow,,37712.8778,0.4925093976,191.5861511,73678360,45781608,3.932,,1.718048989,111.9216197,302.5493164,2.298986823,2457680.14,,0.4376740109,,1,8,Medium,Medium,False
3766164,1199779200000,,41393.55042,25720.34248,0.148546971,,22222310,13808303,5.677,,1.086033033,295.675938,,1.329006161,,145.9860296,0.8708423103,,,8,Low,,False
3778076,,Slow,62123.55934,38601.16386,0.3897030909,151.5944977,58298752,36225168,6.034,2458000.5,0.9827817257,123.0000073,,,2458027.623,332.5616475,,,1,8,Low,High,False
3399122,1200384000000,Very Fast,,87561.88188,0.1282766361,49.89960861,,11924058,,2454479.5,2.294224548,117.2373547,,,2454524.484,347.241205,,2008,1,15,High,High,False
2090403,1200384000000,Very Slow,,25293.98434,0.4012811833,156.0983734,,37301416,5.099,2458000.5,1.234490119,286.2729595,306.8240757,1.580333747,2458122.125,272.6033928,,2008,,,Low,Low,True
3378732,1200384000000,,44644.50965,27740.36212,0.1820141452,70.80350494,27228930,16919272,6.156,2458000.5,0.9722680792,109.3871646,358.2695319,1.141201286,2457978.488,22.63049579,1.028075554,,1,15,Low,,False
3775251,1200384000000,,31844.07015,19786.66681,0.1551223158,60.34257889,,14419520,,2458000.5,1.321203327,260.8993102,284.06519,1.865856465,,88.98118425,,2008,1,15,Low,,False
2101869,1200988800000,,97092.77247,60329.67298,0.2927721316,113.8883667,,27214872,,2458000.5,,110.9782393,,2.616780718,2458221.642,254.7154243,0.4760942209,2008,,22,Medium,Low,True
2350964,1200988800000,Fast,,64731.1633,0.2356203849,,35248308,21902282,,2458000.5,1.394617519,122.5748553,41.58817428,1.63333179,,276.4863677,0.5984410816,,1,22,Low,,False
3285073,1200988800000,Slow,,,0.2948866831,114.7109146,44114420,,6.134,,,309.7356423,204.8398409,1.287909497,,332.4291369,1.022511264,,1,22,Low,,False
3525129,1200988800000,Slow,64941.59878,40352.18397,0.3356743544,130.5773163,50216168,,,2458000.5,,65.46708499,296.6818214,,2458169.355,182.6075494,1.050559074,2008,1,22,,,False
3402609,1202457600000,Very Slow,,17954.81112,,11.11297894,4273722.5,2655568,,2458000.5,,,,3.883574991,,172.5798037,0.2562166352,2008,2,8,High,,False
2231134,1202457600000,Slow,55783.1561,34661.48385,0.3232911495,125.7602615,48363668,30051790,3.576,2458000.5,1.974222222,120.1718928,76.91361326,2.952606597,,139.7022251,0.3553121183,2008,2,8,Medium,,False
2413260,1202457600000,Slow,59674.64007,,0.4888262608,190.1534271,73127368,45439240,7.398,,0.7765954144,220.0651,321.9415923,1.072878167,2458020.892,330.6324316,1.440163637,2008,2,8,,Low,True
3076622,1202457600000,Very Slow,31756.24496,19732.09565,0.268043623,104.2689743,40098756,,4.551,2458000.5,1.446329673,151.8312924,299.1027201,1.920253289,2458260.983,212.4013446,,2008,2,8,Medium,,False
3332535,,Very Slow,10730.19841,6667.328004,0.1129230297,,16893044,10496851,,,1.010232593,43.46608958,,1.094086334,2458024.135,337.0582411,0.9706708996,2008,2,8,Low,Low,False
3402616,1202457600000,Slow,55856.81791,34707.25444,,50.19174957,,11993868,4.14,,,140.6333818,300.3670636,2.360296519,2458291.551,223.1073323,,2008,2,8,Medium,Low,False
3402647,1202457600000,,7045.121994,4377.56483,0.2379394596,92.55844879,35595236,,3.964,2458000.5,1.823869947,0.9075575863,142.8891387,2.445229581,2458114.661,,0.4001412026,2008,,,Medium,,False
3536565,,,42803.88349,26596.6686,,82.68623352,,19758780,6.172,2458000.5,0.9723468311,105.0913069,318.5042436,1.119666425,2457957.384,44.32149232,1.027950659,2008,2,,Low,,False
3710019,1202457600000,Slow,,,0.2668544048,103.806366,39920852,24805666,,,1.448157318,,290.5599399,1.865076601,2458275.459,204.4934403,0.565562309,2008,2,8,Medium,,False
3404128,1203062400000,Slow,44152.77284,27434.81599,0.0241660029,9.400574684,3615182.5,2246370.25,3.208,2458000.5,2.425726741,146.5461037,,3.942430224,,197.9997694,0.260880285,2008,2,15,High,High,False
2162567,1203062400000,Very Slow,29408.07957,18273.037,,27.96445465,10754301,6682412.5,,2458000.5,1.247573944,333.3319042,133.2298309,1.559595232,2458038.497,333.1243513,0.707301583,2008,2,15,Low,Low,True
2163693,1203062400000,Fast,87025.52727,54074.27832,0.4367708127,169.9038544,,40600384,7.666,2458000.5,,103.8991143,252.9324201,0.979819774,2457947.567,81.77701987,,2008,,15,Low,,False
3402249,,Slow,55597.68059,34546.23659,0.0024813724,0.96525383,371208.0313,230657.9688,5.526,,,145.7503038,105.8638802,1.620818605,,37.0235125,0.8508229989,2008,2,15,Low,Medium,False
3402366,1203062400000,Very Slow,,9717.00724,0.0063569258,2.472844124,950982.5625,590913.1875,5.683,,1.08905347,321.5308627,242.7486861,,2457884.006,,0.8672219657,2008,,15,Low,Medium,False
3402615,1203062400000,Very Slow,37032.25876,23010.40545,0.0148237167,5.766426086,2217596.5,,,2458000.5,1.219608543,135.6595896,87.74884982,1.660244054,2458011.339,352.0681554,,2008,,15,,High,False
3405148,,Slow,,33476.6441,0.2771061828,,,25758630,6.064,2454535.5,0.9583407339,225.4755492,145.7097651,1.60384383,2454442.046,,1.05056796,2008,,15,Low,,False
3507718,1203062400000,Slow,78687.09538,48893.10101,0.3653433814,142.118576,54654592,33960792,5.928,,,351.6002285,252.5559475,1.232699916,,83.16390055,0.9680551007,2008,2,15,Low,Low,True
3638501,1203062400000,Slow,50971.99091,31672.01291,0.2553784087,99.3421936,38204064,23738906,3.765,2458000.5,1.843584379,104.8976221,28.39819719,,2458162.974,296.0274832,,,,15,Medium,Medium,False
3764727,,Very Slow,19132.59161,,0.0470445075,18.30031395,7037758.5,4373060.5,6.754,2458000.5,0.873283298,76.23817646,,1.081044165,2457918.713,98.7769459,1.207734139,2008,2,15,Low,High,False
3780644,,,26973.73146,16760.42775,0.0343110279,,,,,2458000.5,1.065372438,304.5236062,115.8423021,1.309876209,2458060.495,306.2267902,0.8962968879,2008,2,15,Low,Medium,False
3713943,1203667200000,Very Slow,34529.91791,,,,23329430,14496236,,2458000.5,1.7651683,355.9816266,186.3174571,2.500347313,,,,2008,,22,Medium,High,False
2022099,1203667200000,Very Slow,34727.1649,21578.10977,0.4176769049,162.4763184,,38825492,,2458000.5,1.104423565,,,1.409503716,,272.2707574,,2008,2,22,Low,,False
2322705,1203667200000,Slow,80254.27955,49866.88831,0.2484984096,96.6658783,,23099370,3.044,,,102.7430401,340.8194738,4.269517281,2457418.866,142.6386082,0.2452375626,2008,2,22,High,,False
2369057,1203667200000,,,34248.47441,0.1021633195,39.74153137,15283416,9496674,,2458000.5,,,80.73595156,2.510365356,,355.3999861,0.50857335,2008,2,22,Medium,Low,True
3402364,,,33043.63156,,0.0366019736,14.23816681,5475577,3402365.75,,2454508.5,1.451987767,,222.2876542,1.986328162,,332.922825,,2008,2,22,Medium,High,False
3402248,1203667200000,Very Slow,,20594.03393,0.3233422239,,48371312,,,,,145.6808686,69.95548593,1.619053906,,207.1252108,0.5914070299,,2,22,Low,,False
3517314,,,60317.03453,37478.6596,0.3717669893,,55615548,34557900,4.234,2458000.5,1.626356584,215.7952251,348.9027533,2.243638758,2458332.518,202.2234262,0.4752043587,2008,,22,Medium,Medium,False
3740038,1203667200000,,,23958.70373,0.4364117359,169.7641602,65286268,40567004,3.786,2458000.5,1.92796668,136.1182618,17.60196328,2.664803817,2458410.426,209.0753864,,,,22,Medium,,False
3756946,1203667200000,Slow,41977.07867,26082.92424,,87.31729889,33579644,20865424,5.725,2458000.5,,,305.3233607,1.249981841,,245.4712888,0.8838577495,2008,2,22,Low,Medium,False
3406335,1204963200000,,,29221.37038,0.0449400934,17.48169518,6722942,4177442.5,,2454540.5,1.589026618,172.0614423,,2.217306189,,20.03380125,0.4920478239,,,8,Medium,High,False
2437846,1204963200000,Slow,76419.65041,47484.19889,0.3046951188,118.5264053,45581744,,,2458000.5,1.478841389,170.3088009,,2.000001258,2457861.875,75.97360123,0.5480518886,2008,,8,Medium,Low,False
3402610,1204963200000,Fast,97734.32602,,0.4926378353,191.6361237,,45793548,8.392,2458000.5,0.662808826,85.93941966,248.1510092,,2457930.846,127.2228104,,2008,,8,Low,Low,False
3404126,1204963200000,,24405.27209,15164.48698,0.1681810374,65.42242432,,15633404,3.392,,2.3018053,155.42017,16.68264098,3.461265219,2458369.424,255.8791475,,2008,,8,High,,False
3405335,1204963200000,Very Slow,,,0.0077688039,3.022064686,1162196.5,722155.4375,4.247,,1.601657338,350.0234236,134.1921814,2.290217089,2458200.76,262.6255938,,2008,3,8,Medium,,False
3404526,1205564400000,,58840.22401,36561.02697,0.0417237876,,,3878468.5,5.491,2458000.5,,,102.4932859,1.697796324,2457986.059,12.28166888,0.8504445628,2008,3,15,Low,,False
3406893,1205564400000,Very Slow,20717.84891,12873.26562,0.0130344979,5.070419788,1949933.25,1211632.375,,,1.515774858,170.6809057,,2.037729887,,33.35001464,0.5281436046,2008,,15,Medium,,False
3610358,1205564400000,,,45414.50923,0.441408039,171.7077332,,41031440,,,1.814799732,30.87949107,,3.061958295,2458089.414,324.1549104,,2008,3,15,Medium,Low,False
3404492,1206169200000,Very Slow,13759.40423,,0.0870503169,33.86257553,13022542,8091832.5,,2458000.5,1.749768036,,75.06535922,2.417829719,,30.49083906,,2008,,22,Medium,Medium,False
2407324,1206169200000,Slow,,25535.12242,0.1886187439,73.37269592,28216964,17533208,,2458000.5,1.616888166,260.9640256,334.3268486,2.461333839,2458339.023,197.7174007,,2008,,,,,False
3327361,,Fast,103592.8996,64368.59921,0.4179565105,162.585083,62525404,38851484,5.833,,,5.205431008,41.17288888,1.556730218,2453736.948,,,2008,3,22,Low,High,False
3368404,1206169200000,,,5898.264429,0.0837806596,32.59067535,,7787899,6.134,2458000.5,0.9874148452,329.0143593,,1.101793081,2458010.314,,,,3,22,,Low,False
3394069,1206169200000,Slow,77158.88415,,0.4155705581,161.6569519,,38629696,,,,299.6920476,245.0460564,3.87418784,,302.810777,0.2965210448,2008,3,22,High,,True
3758850,,,69468.18585,43164.82914,0.1133982445,44.1119194,16964136,,,,2.566518947,,92.84453302,4.474160743,2457585.851,99.3958308,,2008,3,22,High,Medium,False
3408699,1207638000000,Very Slow,35724.58765,22197.86948,0.0066225493,2.576171637,990719.25,615604.4375,4.528,2458000.5,1.459899726,192.2516949,305.764387,2.064314893,2457741.054,144.9663752,,,4,8,Medium,High,False
3408697,1207638000000,,17400.14809,10811.77535,0.1380233013,53.69106293,20647992,12830068,3.807,2458000.5,1.924463471,203.5169069,349.6552845,2.716544169,2458459.925,190.3890458,0.3691811905,2008,4,8,Medium,Low,False
3471976,,Slow,53806.4574,33433.24016,0.2824010372,,42246592,26250816,,2458000.5,1.126798091,217.9966609,83.14361689,1.374693674,2458110.531,269.332526,,2008,4,8,Low,,False
3648863,1207638000000,,137945.4995,85713.96882,,161.1064453,,38498148,5.164,2458000.5,1.108398944,,,1.649584903,2457964.325,,0.8446171959,2008,4,8,Low,,False
3683396,1207638000000,Very Fast,130657.4542,81185.46091,0.3797956717,147.740509,,35304212,,2458000.5,,,116.5899583,,2458203.203,240.7118367,,2008,4,8,Low,High,False
3404524,1208242800000,,32257.60369,20043.62047,0.0336347552,13.08391953,5031688,3126546,3.312,,2.334399631,28.50709353,,3.703705449,2458484.785,226.1734576,0.2763384168,2008,4,,High,High,False
2009856,1208242800000,Fast,,55305.90958,0.3695169062,143.7420807,55278944,34348744,3.329,2458000.5,2.242335391,,,3.645880821,,271.5354049,,2008,,15,High,Low,True
2175706,,Slow,,48565.52385,,138.4993286,53262736,33095930,5.779,2458000.5,1.054028686,299.7065642,,1.422746454,2458192.87,184.788176,0.9108050458,2008,4,15,Low,Low,True
2434326,1208242800000,,72315.43748,44934.00058,0.3377500138,131.3847504,,31395826,,,0.635216451,37.03187446,352.9927366,,2458023.338,315.539623,1.946800586,2008,4,15,Low,Low,True
3278402,,Slow,,38330.78509,0.4193845454,,62739036,38984228,6.969,2458000.5,,225.5162388,182.4322048,1.020395617,2457860.824,178.3664174,1.277001202,2008,,15,Low,Low,False
3407944,1208242800000,Slow,76551.77795,47566.2978,0.3034683976,118.0492096,45398228,28209150,4.906,2458000.5,1.197747169,,,2.127912067,,20.92287602,,2008,4,15,Low,Low,False
3409437,1208242800000,Slow,52761.63848,32784.03031,0.445036357,,66576492,41368712,,,1.272906572,205.9223361,,1.630352304,2458108.872,285.6253876,,,4,15,Low,Low,False
2274138,1208847600000,Slow,,50089.40549,0.1575188701,61.27483749,,,,2458000.5,,192.8587711,129.1050375,2.077225225,,,,2008,4,22,Low,Low,False
2301011,1208847600000,Fast,89106.34118,55367.21516,,,49913504,31014812,4.348,,1.508772828,276.9003252,194.7515116,2.331364979,,46.23001509,0.5318244416,2008,4,22,Medium,,False
3102780,,Very Slow,7743.894527,4811.754908,0.4800425639,186.736557,71813344,,3.643,2458000.5,2.061746633,118.8545207,58.08820243,3.002840695,2457763.366,78.94876001,0.3329286217,2008,4,22,High,Low,False
3408076,1208847600000,Very Slow,15476.12929,9616.264891,0.3467065213,134.8688354,51866556,32228384,3.515,2458000.5,2.207622776,136.9160405,82.57219468,3.210442837,2458194.843,301.6035291,0.3004808331,2008,4,22,High,,False
3409708,1208847600000,,40140.44655,,0.4474391162,,66935936,41592064,4.588,2458000.5,1.426442549,224.0346761,249.4576211,1.82286372,2458184.456,253.5768031,0.5785256868,2008,4,22,Medium,,False
3433367,,Fast,,,0.4959693025,192.9320526,74195952,46103228,4.97,,1.227624405,208.3524639,120.5350709,1.343937847,2458171.686,235.9562005,0.7246124701,2008,4,22,Low,Low,False
3654483,1208847600000,,11515.59493,,0.1884666265,,28194206,17519068,5.528,2458000.5,1.130536134,,,1.250858068,,,0.8199311811,2008,4,22,,Medium,False
3467261,1208847600000,Slow,52605.82991,32687.21692,0.2986307303,116.1673584,44674524,27759462,,2458000.5,1.046304082,,224.6271748,,2458115.624,253.980708,0.9209100118,2008,4,22,Low,,False
2186823,1210230000000,Slow,67673.77583,,0.3032120576,117.9494858,45359876,28185320,,2458000.5,1.205010988,190.0814278,161.1340875,2.020610088,,329.4037557,,,5,8,Low,,False
2242643,,Very Fast,138774.6114,86229.14676,0.2553662874,99.33748627,38202256,23737780,3.427,2458000.5,1.834236299,39.43762398,48.28653172,3.419626821,,286.0064792,0.3967538486,,,8,Medium,Low,True
3519518,1210230000000,,59917.02121,37230.10688,0.4016115542,156.2268982,,37332128,,,1.029522079,201.8504404,137.8162472,1.184271197,,270.7607458,0.9435188396,,5,8,Low,Low,False
3563921,1210230000000,Very Slow,,15500.86081,0.4711777877,,70487192,43798712,,2457800.5,1.315088893,98.41762694,,1.383286552,,125.4235128,0.6535388492,2008,5,8,Low,,False
3726791,1210230000000,Very Slow,,17135.30432,0.4660220136,181.2825623,69715904,,,,,,,1.542247776,2457861.113,102.2393899,0.7334924035,2008,,8,Low,,True
2482244,1210230000000,Very Slow,,15500.85555,0.4711776767,183.2881165,70487176,43798700,4.921,,1.315036386,98.41072926,,1.383276256,2458159.489,256.087972,,2008,5,,Low,,False
2418094,1210834800000,,73830.11557,,0.3119760209,,46670948,28999982,4.253,,,249.904653,297.6302583,2.141996147,,76.34010474,,2008,5,15,Medium,,True
3350777,1210834800000,,36572.97697,,0.2231691134,,,20744866,4.321,2458000.5,1.528885553,,270.7734009,,2458102.631,306.7524822,,,,,Medium,Low,False
3409990,1211439600000,Slow,44317.13362,27536.94339,0.4691598678,182.5031891,70185320,43611136,,,,31.12087676,307.2900473,,,259.639148,,2008,,22,Medium,Low,False
3477940,1211439600000,Very Slow,23313.28597,,0.0590272927,22.96161652,,5486929.5,,,,57.1547112,273.7683893,1.376320841,2458002.049,358.6595042,0.8652209433,2008,,,Low,,False
3767163,,Very Slow,,,0.1810078995,70.41207886,,16825736,,2458000.5,1.306191693,,232.260645,,2457830.028,112.5505416,,2008,,22,Low,High,False
3763268,1211439600000,Fast,84471.51753,,0.4826592694,187.7544556,72204800,,,2458000.5,,45.3042485,87.94026098,1.54212126,2458221.389,186.021928,0.7876250351,2008,5,22,Low,,False
3410588,1212908400000,Very Slow,29323.57195,18220.52725,0.0595773703,23.17559814,,5538062.5,3.512,2458000.5,2.154449543,,200.7386637,3.25752975,2458108.505,326.3377514,,2008,,8,High,High,False
3412892,1212908400000,Slow,48456.86063,,0.0285764083,11.11622238,,2656343,,2454616.5,1.353657467,72.19153353,265.6675323,,,318.791372,0.6258076948,2008,6,8,Low,High,False
3530352,1212908400000,Very Fast,125606.308,78046.87509,0.4532290093,176.3060913,67802096,42130268,3.828,2455371.5,1.627981696,228.4510473,,2.873691553,2455430.654,331.9319965,,2008,,8,,High,False
3518265,1212908400000,Very Slow,,10412.27397,0.1698893858,66.0869751,25415092,15792206,6.017,2458000.5,1.011213823,,60.33528463,,,199.867302,0.9692584081,,,8,Low,Medium,False
3718388,1212908400000,Very Slow,24028.37193,14930.29588,0.2385814997,92.80820465,,22177536,,2458000.5,,46.21216253,219.5632119,3.444143526,,224.8179667,0.2798197678,2008,,8,High,Medium,False
3744851,1212908400000,Slow,68572.18854,42608.09126,0.3515154787,136.7395172,,32675404,3.769,2458000.5,1.911474875,161.6820216,31.48132035,,,195.879979,,2008,6,8,Medium,High,False
3766499,1212908400000,Slow,,27768.34003,,77.85340881,29940114,18603924,,,1.495287581,281.3490589,,,,26.0563977,0.539035024,2008,6,8,,,True
2175921,1213513200000,,,31011.85622,0.4171042292,,62397904,,,,1.368937873,342.7965028,,2.031310367,,,0.6153588706,2008,6,15,Low,Low,False
3402642,,Very Slow,9958.485558,6187.815651,,68.98178864,,16483953,5.244,2458000.5,1.208906797,147.2825545,50.19779903,1.422438268,,25.67916881,0.7415062993,2008,6,15,,Low,False
3607411,1213513200000,,,33997.85753,0.1193551144,,17855270,,,2458000.5,0.8373312054,,169.7644635,1.353095158,2457925.328,96.69725435,1.286347062,2008,6,15,Low,,False
3772982,1213513200000,,15237.05581,9467.713926,0.2381991212,,,,,2458000.5,,,82.37875738,1.225157152,2458168.032,214.1831525,0.8703804223,2008,,15,Low,,False
3412932,,Slow,47533.62153,29535.54389,0.0227829846,8.862581253,3408286,2117810.75,4.013,,1.709056813,89.36799362,,,,,0.4411327731,,6,22,Medium,High,False
