Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
3662637,950601600000,Very Slow,29858.12759,18552.67933,0.0566175759,22.02423668,8469869,5262932.5,,2458000.5,0.914356347,157.1965601,215.2556233,1.111358987,2457879.328,136.5941323,,2000,,,Low,Medium,False
3709252,950601600000,,35506.76773,22062.52465,0.3164609054,,,29416880,6.202,,0.961033476,347.7302612,358.6444245,1.332155766,2457989.179,11.84349924,,,2,15,Low,Low,False
3261402,951206400000,Slow,73441.03022,,0.2819353913,109.6728668,42176936,26207532,5.695,,1.051392601,,20.86271149,1.590004662,2457952.295,221.2242988,,2000,2,22,Low,Low,False
3740663,951206400000,Slow,73755.49432,45828.7959,0.4368175622,169.9220276,,40604728,3.93,2458000.5,,301.9237514,284.9525133,,2458377.121,,0.4278061688,2000,2,22,Medium,Medium,False
2481025,951206400000,Slow,73440.83386,45633.27813,0.2819344798,109.6725082,42176796,26207446,5.695,,,,20.86173869,1.590008576,2457952.292,44.07370728,0.9142327905,2000,2,22,,Low,False
3769811,951206400000,Very Slow,29750.77218,,0.0653284581,25.41276932,9772998,6072659.5,5.848,,1.043045838,334.1116256,108.9296039,1.115554385,2458129.041,241.0704412,0.9252284584,2000,2,22,,High,False
2337119,,Slow,77654.7398,48251.6354,0.4262428248,165.8084564,,,4.044,2458000.5,1.682914191,359.1268709,112.1322934,2.344057218,2457960.077,18.24886576,0.4514515151,2000,3,15,Medium,,False
3151641,953107200000,,54545.30716,,0.049919154,19.41855049,7467799.5,,,2452725.5,0.7074817755,177.5900557,,,2452628.768,160.2136947,1.656270201,2000,3,15,Low,High,False
3344169,,,80534.71824,50041.14201,0.3173818619,123.4615402,47479652,29502488,6.317,2458000.5,0.9215667357,1.250465713,224.3270706,1.224669968,,239.7317526,1.114073614,,3,15,Low,,False
3735598,953107200000,Slow,54894.29917,34109.18273,,189.4934082,,45281524,7.886,,,,,1.019577649,2457903.278,156.2492443,1.607144721,2000,3,15,Low,Medium,False
3772982,953107200000,Very Slow,19710.57576,12247.38525,0.0776734604,,11619784,7220199,5.69,2458000.5,,17.74718252,82.37875738,1.225157152,2458168.032,214.1831525,,2000,3,15,Low,Medium,False
2307918,,Slow,58180.71828,36151.23575,0.4121438064,160.3239441,61655836,38311160,6.534,2458000.5,0.8804148131,161.1057118,202.4088884,1.325289762,2458104.144,,1.193089606,,3,22,Low,Low,False
3011573,953712000000,,73216.36604,,0.3135885584,121.9859467,46912180,29149878,4.311,2458000.5,1.559913817,352.8300268,266.3818412,2.247855308,,321.8024113,0.5058865893,2000,3,22,Medium,Low,False
3117468,,Slow,73718.89519,45806.05463,0.2098363823,81.6263504,31391076,19505510,6.026,2458000.5,,188.5128521,226.7025554,1.445767513,2458025.545,334.8809574,1.002973015,2000,,22,Low,Low,False
3408586,953712000000,,,47963.56919,0.3969300203,154.405777,59379884,36896948,,,0.8545890071,196.8878488,,1.174831902,2457892.244,135.057713,,,3,22,Low,,False
3552653,,Very Slow,23987.95514,,0.1519614301,,22733106,14125698,5.418,,,58.40086981,162.0709432,1.478375552,2457976.262,19.33455587,0.7976963488,2000,3,22,Low,Low,False
3703793,953712000000,Very Slow,,5605.909332,,124.5385742,47893848,,,,2.414395311,266.490668,,3.588568651,2458464.972,237.9744727,0.2627190139,2000,,22,High,,False
2037655,955177200000,Fast,99262.33896,,,105.0897064,40414388,25112336,4.189,,,139.6887168,303.7199453,,2458166.975,268.6653837,0.5486392692,,,8,Medium,Low,True
2087024,955177200000,Very Slow,27062.75639,16815.74438,0.4004633276,155.7802277,59908460,37225392,5.261,2458000.5,1.196491812,,84.92176614,1.42346416,2458000.711,,,2000,4,8,Low,,False
2086878,955177200000,,83761.0582,,0.1657285826,64.46842194,24792644,15405434,4.665,2458000.5,,,,2.171652925,2457834.471,,0.6341467432,2000,,8,Low,Low,False
2443104,955177200000,Very Slow,20173.21142,12534.84906,0.1888780246,,28255752,,5.847,2458000.5,,268.3829697,265.6900156,,2457884.84,106.5994798,0.921660348,,,8,Low,Low,False
3054338,955177200000,Very Slow,18215.13355,11318.17562,0.1884886671,,28197502,17521116,,2458000.5,,12.62825429,132.9048076,1.085082649,,192.2806274,1.100766353,2000,,8,Low,High,False
3408697,955177200000,,17336.61219,10772.29661,0.1364040241,53.06116486,20405752,12679546,3.807,,,203.5169069,349.6552845,,2458459.925,,,2000,4,8,Medium,,False
3568329,955177200000,Very Slow,26695.9973,16587.85455,0.3241922929,126.1108017,48498476,30135556,5.794,2458000.5,,277.1279911,,1.345895434,2457818.298,165.6031182,0.9088989772,,4,8,Low,Low,False
3728933,955177200000,,62314.29851,,0.0549885648,21.39055061,8226172,,,2458000.5,1.362064257,23.88673517,94.55029448,1.959717994,2457970.875,,,2000,,8,Low,,False
2423321,955782000000,Slow,44644.97955,27740.6541,0.196784419,76.54914093,29438530,18292254,,2458000.5,1.849888247,,,2.68154249,,317.6442242,0.3917290993,,,15,Medium,Low,True
3471976,955782000000,Very Slow,38515.22608,23931.86367,0.139834234,54.39551926,20918904,12998405,,,1.126798091,217.9966609,83.14361689,1.374693674,,269.332526,,2000,,15,Low,,False
3653922,955782000000,Slow,,39331.39252,0.3770736512,146.6816406,,35051184,5.693,,1.056490694,71.54460309,176.2300662,1.397894684,2458013.985,347.7603595,0.9076231404,2000,,15,Low,Low,False
3714121,,Slow,59459.96991,36946.11297,0.4524541923,,67686184,,,,1.16434971,11.90106025,,1.232293462,,255.2840329,,2000,4,15,Low,,False
3729136,955782000000,Fast,97548.06859,60612.57629,0.4775112665,,71434664,44387444,4.768,,1.345539441,13.63848954,86.38715052,1.967390979,2457930.538,44.17984066,0.6314797452,2000,4,15,Low,,False
3092258,956386800000,Very Slow,28377.98634,17632.97713,0.3124148197,121.5293655,46736592,29040772,,2451643.5,,17.08528725,206.9070062,3.643356142,2451675.855,351.7543256,0.2548526194,,,22,High,High,False
2153002,956386800000,,,63599.19789,0.0718289162,27.94144821,,6676915,4.406,2458000.5,1.340600427,213.1523928,,2.407362593,,,0.6349726857,2000,4,22,Low,Low,True
2224926,956386800000,Slow,,,0.1871830526,72.81420898,28002186,17399752,4.384,2458000.5,1.46116804,225.9298406,20.23159518,2.103844107,,288.7725204,,,4,22,,Low,False
3120886,956386800000,Very Slow,14676.58041,,0.2179111248,84.76742554,,20256104,4.3,,1.60406713,33.07687535,162.9866561,2.069466134,2458306.496,211.5482258,0.485143553,2000,4,22,Medium,Low,False
3177195,956386800000,Very Slow,9651.010207,5996.762426,0.1797694465,69.93031311,26893126,16710614,5.231,,1.219449887,179.8325242,84.13737531,1.286774484,,275.1725415,0.7319107692,2000,4,,Low,Low,False
3515661,956386800000,,68360.72097,,0.319745328,124.3809357,47833220,29722186,4.272,2458000.5,,158.3176294,,2.282091575,2458143.771,288.9244506,0.49609121,2000,4,22,Medium,Medium,False
3751815,956386800000,,89861.38283,55836.36868,,,45985528,28574082,6.708,2458000.5,0.8653553647,64.12627503,,1.310067172,2457885.994,140.1980047,1.224369037,2000,4,22,Low,Medium,False
3631851,957769200000,Slow,47652.06292,29609.13876,,176.1020966,67723648,42081524,,,,,136.7964831,2.631630645,2458287.864,250.5857991,,,5,,,,False
2162433,958374000000,Slow,44336.87736,27549.21138,0.2315560549,90.07530975,,21524480,4.698,2458000.5,1.359031169,,246.9719828,2.013315463,2458082.227,309.1578738,,,5,15,Low,Low,False
2415745,958374000000,,50765.79889,31543.89321,0.1389411569,54.04810715,20785300,12915387,,,1.746303935,,216.041714,2.543419813,2457616.602,163.9610389,0.4270948403,2000,,15,Medium,Low,True
3151655,958374000000,Slow,,40104.36355,0.146701399,57.06684113,21946216,13636747,7.733,2458000.5,,359.2873159,29.56892378,,2457898.856,160.60904,,2000,5,15,Low,,False
3367027,958374000000,,,,0.2973892935,115.6844406,44488808,27644062,3.099,,,242.1136371,119.4647378,3.987608585,2457612.314,118.5691622,0.3054442374,2000,5,15,High,,True
3458579,958374000000,Slow,51185.48593,31804.67041,,131.7908936,50682868,31492874,,,0.8302143281,212.9014225,213.599786,1.36487953,2457919.833,105.1029205,,2000,,,Low,,False
3655398,958374000000,,50025.23742,31083.73711,0.312187638,121.4409943,46702608,29019654,5.118,,1.248514651,97.50412046,66.08044971,,2458250.771,183.1829393,0.7065023478,2000,5,15,Low,,False
3603632,958374000000,Very Slow,31505.30721,19576.17269,0.4666430777,181.5241547,69808808,43377184,,2458000.5,,224.1752652,,,,42.23216545,0.4107534808,2000,,15,Medium,Low,False
2162385,958978800000,Very Slow,,25225.65382,,,62148752,38617444,,,0.740548536,70.34308158,247.5894952,1.006119042,2458009.419,346.2059647,1.546584959,2000,,,Low,Low,False
2380818,958978800000,Slow,46719.6344,,0.4382767055,170.4896393,,,6.339,2458000.5,0.9230151479,127.7381054,191.7910413,,2457874.006,140.5915029,1.111452306,2000,,22,Low,,False
3255464,958978800000,Very Slow,28172.03141,17505.00474,0.3857071539,,57700968,35853720,6.759,2457600.5,0.8660348768,,233.5035828,1.07207123,2457529.117,,1.222928315,2000,5,22,Low,,False
3363380,958978800000,Slow,79727.72238,,,140.1157837,53884380,33482202,5.364,2458000.5,,,,1.506541146,2458052.234,318.6663284,0.7989623292,2000,,22,Low,High,False
3376345,958978800000,Slow,,34600.49225,,145.5286102,55965992,,6.12,2458000.5,0.9858562717,227.855369,250.731478,1.093242735,2458067.556,292.4814135,1.006893804,2000,5,22,Low,Medium,False
3409645,958978800000,Fast,,53967.57628,0.3479588782,135.3560028,52053908,32344800,3.444,2458000.5,1.945400927,31.54868365,311.1654405,3.257584531,2457697.101,110.2058308,,,5,22,Medium,Low,False
3667477,,Slow,,30810.20382,0.161184027,62.70058823,24112788,14982992,7.653,2458000.5,0.7347761314,193.2966804,,1.208055997,,249.404179,1.564845674,2000,5,22,,,False
2474611,,,28171.9468,17504.95216,0.3857059499,,57700788,35853608,6.76,2458000.5,,302.0620858,233.5455455,1.071620866,,216.5184517,1.223398094,2000,,22,Low,,False
2002100,960447600000,Very Slow,,17144.98773,0.4235088089,,63356020,39367604,,,0.8320413126,170.8848665,355.9827741,,2453600.981,,,2000,,8,Low,Low,False
2068347,960447600000,,75585.31024,46965.77235,0.2732462821,,40877064,25399830,6.165,,0.9628777763,245.9212571,,1.328548495,2457849.953,157.0428577,1.043151362,2000,6,8,Low,Low,True
2461353,960447600000,Very Slow,30285.45445,18818.20363,0.1557485712,60.5861969,,14477735,,,,,123.7544397,1.314274442,,261.3521356,0.9706313856,2000,6,8,Low,Low,False
3042552,,Very Slow,26546.7276,16495.10416,0.225991859,87.91083527,33807900,21007256,,,2.250405628,75.06887717,180.3958953,3.307571025,2457884.868,33.75897892,0.2919529488,,,,High,,False
3127389,,,,30936.67566,0.3402810171,132.3693085,50905316,31631096,,2458000.5,,250.1265665,126.1467636,1.119929955,,207.9772715,0.9617819045,2000,,8,Low,,False
3719859,960447600000,Very Slow,10614.63488,6595.521325,0.0594381083,23.12142372,8891815,5525117.5,5.68,2458000.5,1.091758388,194.4269021,100.0856704,1.161260863,2458053.145,314.51426,0.864001045,2000,6,8,Low,Low,False
3736412,960447600000,,19370.6107,12036.14419,0.1186049103,,17743042,11025016,,2458000.5,1.00085853,,,,,182.4117523,,2000,,8,Low,Low,False
2162361,961052400000,,,34451.0249,0.4442393206,172.8090973,66457256,41294624,6.676,2458000.5,,110.7848128,,1.238860818,,309.9312082,,2000,6,15,Low,,True
3313157,961052400000,,,11869.29438,0.051343048,19.97244644,,4772634.5,5.548,2458000.5,,298.5779894,250.8059754,1.364745468,,239.8862407,0.8308793168,2000,6,15,Low,Medium,False
3426410,961052400000,Fast,87962.92056,54656.73806,0.3897432784,151.6101379,58304764,36228900,6.469,2458000.5,0.907864593,114.3798293,,,,36.16756329,1.139390137,2000,,,Low,Low,False
3561033,961052400000,,66528.27945,,0.3301125353,,49384136,30685878,3.021,2458000.5,2.393690254,102.7062431,218.0227166,4.239605038,2458511.153,224.0973558,0.2661350939,2000,6,15,,Low,False
3776011,961052400000,,31610.98992,19641.83982,0.0544640942,,8147712.5,5062754,6.572,2458000.5,0.8973365467,260.9172618,234.2994042,1.174131888,2458146.064,191.2184846,1.159500766,2000,6,15,Low,Medium,False
2345722,961657200000,Slow,62791.47242,39016.17907,0.4538196648,176.5358429,,42185172,,,0.8325240302,60.98718947,245.0828374,,2458117.091,,1.297504602,,6,22,Low,Low,False
2436030,961657200000,Very Slow,,24707.1533,0.4608776511,179.2814026,,42841256,6.54,2458000.5,0.8884139718,203.4662406,239.6872798,1.313274755,,,1.177012307,2000,6,22,,,False
3555016,961657200000,Fast,,51880.08244,0.4822450821,187.593338,,,5.967,2458000.5,0.9867742148,284.7771376,307.7903467,1.478010795,2458145.435,214.2694863,,2000,6,22,Low,Low,False
3653683,,Slow,64633.19601,,0.3967085427,154.3196259,59346756,36876364,4.284,,1.523442961,,61.27672976,2.41922708,2457891.708,,,2000,6,,Medium,Low,False
2486692,961657200000,Slow,64633.19125,40160.55153,0.396708525,154.3196106,59346752,36876360,4.284,,,200.0377734,61.28521722,2.419613154,2457891.701,,0.5240472383,2000,6,22,Medium,Low,False
2162698,963039600000,Slow,49560.10477,30794.72177,0.3569419171,138.8504028,,33179824,,2458000.5,2.118626325,,271.811263,3.152224622,2458538.45,,0.3196115957,,7,8,High,,False
2168791,963039600000,Slow,50616.46885,,0.4263841154,165.8634186,63786156,39634880,3.409,2458000.5,2.29527473,170.9461304,144.6803788,,2458087.715,,,2000,7,8,High,Low,False
2357022,963039600000,Slow,,37517.21419,0.3839322621,149.3496552,,35688732,4.823,,,,,1.708208091,2458002.37,358.7340689,0.6767930309,2000,7,8,Low,,True
3596264,963039600000,Slow,57509.65868,,0.4350176635,169.2218781,65077720,40437420,5.752,2458000.5,1.071728189,,234.5395448,,,113.1658082,,,7,,Low,Medium,False
3394543,963039600000,Fast,,,,134.6012726,51763660,,5.148,,1.182148765,65.77208246,110.1549531,1.800723602,2457785.993,164.4894217,,2000,7,8,Low,Low,True
3781002,963039600000,Slow,67086.06844,41684.67403,0.1229496251,,18393002,11428882,,,0.8639937633,,30.42915169,,2458125.727,206.3137539,,,,8,,,False
3743615,963644400000,Very Slow,22953.86213,14262.63728,0.4631618027,180.1699371,,43053580,4.272,2458000.5,1.576585862,323.6160817,234.8662746,,2458195.156,263.0841729,,2000,,15,Medium,Medium,False
3266944,963644400000,Very Slow,31058.3545,19298.45366,0.0599710607,23.32874298,8971543,5574658.5,,2458000.5,,313.4912318,80.87904336,,2457880.828,,0.9488987676,2000,7,15,Low,,False
3767009,963644400000,Very Slow,32183.34471,19997.47883,0.0640030468,,9574720,5949455.5,,2458000.5,1.196104811,298.8175806,293.4509006,1.410876912,2457892.462,81.40028285,0.7534426801,2000,7,15,Low,Medium,False
2277810,964249200000,Very Slow,40623.87271,25242.09468,0.3364749842,130.8887634,50335940,31277304,,2458000.5,,,170.8521653,,2457994.548,5.854064811,,2000,7,22,Low,Low,False
2458418,964249200000,,92526.40656,57492.31079,0.1077849223,,16124395,10019234,3.594,,1.854462055,124.7942813,237.7160546,2.851226417,2458244.068,264.9401354,0.3902807641,2000,7,22,Medium,Low,True
3157487,,Very Slow,,19748.44128,,37.95176315,14595123,9068989,4.944,2458000.5,,123.7551335,152.8497354,1.511489175,2458240.949,200.5330579,0.6632041557,,7,22,Low,,False
3617157,964249200000,Slow,49881.59644,,0.3338057901,,49936636,31029188,5.722,,1.040160951,48.27373594,,1.598604347,,95.29116852,,2000,7,22,Low,Low,False
3623682,,,31402.04256,19512.00806,0.0871166888,,13032471,,,2458000.5,0.9928418175,107.3080061,105.9025699,1.185916592,,169.3102929,0.9962858967,2000,7,22,Low,,False
3297629,,Very Slow,,19838.35788,0.2949890062,114.7507324,44129728,,,,,37.82348969,228.1376808,,2457883.439,136.9864755,1.170216946,2000,,22,Low,Low,False
2367943,965718000000,Very Slow,38717.03088,24057.25733,0.2173426732,84.5463028,32514002,20203264,,2458000.5,0.9102841635,146.9612496,,0.9916162193,,,,,,8,Low,,False
3046122,965718000000,,29285.64897,18196.96339,0.0845305075,,12645584,7857602,3.345,,,171.7153136,159.5388808,3.613383689,,288.3048407,,2000,8,8,High,Low,True
3092269,965718000000,Slow,,,0.114030236,,17058680,10599773,5.041,,1.252208036,142.808455,112.1444783,1.524037215,2455796.773,87.0266576,,2000,8,8,Low,,False
3646734,,Slow,,37852.64161,0.0884991217,,13239280,8226507.5,4.289,2458000.5,1.511095677,,332.5616244,2.446326062,,95.28147023,,2000,8,8,Medium,,True
3743610,,Very Slow,15926.2484,9895.9514,0.3382392658,,50599872,31441304,5.008,2458000.5,,,101.3042525,1.553571179,,330.9263078,,2000,8,8,Low,Medium,False
3716630,,Slow,78476.02303,,0.3200918364,,47885060,29754396,,2458000.5,1.346834632,211.7190005,,2.074676005,2458096.131,,0.6305690655,2000,8,8,Low,,False
3249183,966322800000,Slow,55767.6518,,0.3787936081,147.350708,,35211064,4.318,2458000.5,1.568614114,318.0365622,,2.031208113,,249.0083176,0.5016835908,2000,8,15,,High,False
2004769,966322800000,Slow,80102.60943,49772.6464,0.245860076,95.63956451,36780144,22854122,,,,,,1.577051351,2457837.454,146.5654501,,2000,8,15,Low,Low,True
3046125,,Slow,56856.91159,35328.67376,0.0383479144,14.91733933,5736766.5,3564661.5,4.569,,1.409088239,154.8052364,79.4931438,2.146121653,2457822.117,,,2000,8,15,Low,Low,True
3137736,966322800000,Very Slow,21068.32712,13091.03915,,79.2075882,30460892,18927520,5.963,,1.018567987,9.802023413,259.1745028,1.256372293,2458109.203,255.7780203,,2000,8,15,,Medium,False
3596030,966322800000,,28158.47556,17496.58166,0.1395369293,54.27986526,20874428,12970768,,,0.9430805334,295.5281876,306.0132428,,2458063.484,292.2186437,,,8,15,Low,,False
3748472,966322800000,,17064.16467,10603.00832,0.0364307918,,5449969,3386453.5,,2458000.5,1.002189262,227.0039918,194.9107289,,2458097.776,264.4382556,0.9823798735,,8,15,Low,,False
3743902,,Very Slow,38517.18293,23933.07959,,79.76561737,30675492,19060868,,,1.051069856,337.6349471,,1.208948592,,229.8440389,0.9146537139,2000,8,,Low,Medium,False
3780733,966322800000,Slow,79348.21923,,0.402278968,,60180076,37394164,6.182,2458000.5,0.9674444409,,,,2458073.051,284.8530829,1.035774044,2000,,15,,High,False
3092270,,,29512.09967,18337.67104,0.0202208271,7.865901947,,1879643.375,5.997,2458000.5,,,74.18700034,1.284330613,2458007.72,352.9904397,0.9708301801,2000,8,22,Low,,False
3330687,,,59523.65155,36985.68227,,152.2598419,58554624,36384156,5,,1.287670569,46.91901585,,,,250.697354,0.6745232431,2000,,,Low,High,False
3454735,966927600000,Slow,,32241.28673,0.1830525893,71.2074585,,17015800,,2458000.5,1.012557364,162.6391693,244.6385396,1.344067715,2458152.425,213.0383927,,2000,8,22,Low,Low,True
3542555,966927600000,Slow,51032.11668,31709.37272,,104.1760941,,24894018,6.864,2458000.5,0.8428907104,123.0412183,6.80859618,1.160180786,2458095.495,239.0104783,1.273641415,2000,,22,Low,High,False
3724394,966927600000,Slow,75652.25958,,0.4108692667,159.8281403,61465168,38192684,5.274,2458000.5,1.166529796,,314.7561695,1.551269977,,128.617949,0.7822765637,,8,22,Low,,False
3743605,,Fast,104630.695,65013.4449,0.1690095367,65.74471283,25283468,15710418,4.174,,1.472437091,,323.0962068,,2458277.877,,,2000,8,22,Medium,Low,True
3709252,968396400000,Slow,,37287.86493,,162.4145966,,38810748,6.202,,0.961033476,347.7302612,358.6444245,1.332155766,2457989.179,11.84349924,1.046155638,2000,,8,Low,Low,False
3752517,,,,42474.74363,0.3838765819,,57427120,35683560,4.869,2458000.5,,200.1805954,150.9807824,1.897061554,2458156.734,253.9040324,0.6790838758,2000,9,8,Low,Medium,False
2423022,,,,,0.1307325086,50.85494614,19557304,12152346,4.793,2458000.5,,,298.9652098,1.94317309,2457836.959,,,2000,,15,Low,,False
3558385,969001200000,Slow,,,,83.8759613,32256208,20043078,,2458000.5,1.135425142,168.3187086,,1.406502559,,,0.8146410937,2000,,15,Low,High,False
3773058,969001200000,,26506.17518,16469.90646,0.497428461,193.4996643,74414240,46238864,,2458000.5,1.287930828,12.69635246,231.1643098,1.657594762,,75.39357502,,2000,9,15,Low,,False
3067565,969606000000,Very Slow,,12952.03055,0.0210522186,8.189312935,3149367.25,1956926,4.055,2451844.5,,6.962746087,,2.440064814,,14.8657943,,2000,,,Medium,,False
3511833,969606000000,,,41937.95993,0.4053891775,157.6963959,,37683280,,,,5.429736963,196.042552,1.334066716,2457401.234,135.9645366,0.6823253777,2000,9,22,Low,Low,False
3557844,969606000000,Slow,67589.74412,,0.3680807672,,55064100,34215244,,2458000.5,0.8397911377,159.5676539,,1.07088608,2457974.059,,1.280699214,2000,,22,Low,,False
2477524,969606000000,,67493.66892,,0.4053882771,157.6960297,60645220,37683192,,2458000.5,1.277784509,5.428741371,195.970679,1.334083146,2457928.728,48.97511466,,2000,9,22,Low,Low,False
2153195,970988400000,Fast,88383.14503,54917.8492,0.2428322238,94.46173859,36327184,22572666,,,1.301085442,21.41745304,,2.106422179,,173.2643957,,2000,,8,Low,Low,False
3061790,970988400000,,51541.93041,32026.15115,,,58462548,36326944,3.095,,2.545200147,,78.81495921,3.944262494,,45.95996946,0.2427287194,2000,,8,High,Low,False
3102756,,,65667.61019,40803.29923,0.4661866007,181.3465881,,43334752,6.481,2458000.5,0.9171413544,295.040637,,,,,1.122146758,,10,8,Low,,False
3137846,970988400000,,,,0.2306187997,89.71071625,34500084,21437358,4.327,,1.568384816,180.5961565,,2.104301385,2458263.629,227.9633029,,2000,10,8,,High,False
3153509,,,73534.81974,45691.6773,0.3944815293,153.4533234,59013600,,7.079,2458000.5,0.8134638981,,,1.033039376,2458001.037,359.2785034,1.343373103,,,8,Low,Low,True
3255465,,,50190.24232,31186.26473,0.1263572741,49.1529808,18902780,11745642,,,0.7676388084,,322.8877836,1.096536634,2458033.09,312.2418832,,2000,,,Low,Low,False
3655761,970988400000,Very Slow,20486.73382,12729.65969,0.0977609349,38.02900314,,9087447,6.558,,0.9070830749,103.126823,137.8817636,1.050666197,,323.7169439,1.140862955,2000,10,8,Low,Medium,False
3145495,,Slow,52518.46102,,0.3101979866,120.6670151,,28834704,4.296,2452630.5,1.581480426,79.16120691,356.0788989,2.17812703,2452616.587,6.894687792,0.4955738051,2000,10,,Medium,,False
2395289,971593200000,Fast,,73421.33173,0.4101960686,159.5662689,61364460,38130108,4.634,2458000.5,1.29040087,34.0126106,84.12432761,1.738491638,,151.0435208,0.672383586,2000,10,15,Low,Low,False
2439898,971593200000,,,14452.258,0.2490703081,96.88834381,,,4.445,,,206.8602557,,1.895603341,2458041.366,338.5447395,,2000,10,15,Medium,Low,False
3092347,,Slow,,,0.3781443098,147.0981445,56569588,35150712,,2458000.5,0.9533338652,13.07065263,241.4467927,,,,1.058855125,2000,,15,Low,,False
3180192,,Very Slow,28747.21093,17862.39893,0.1953090905,75.97523499,29217824,,6.139,2458000.5,,214.6634804,112.1874297,1.198991409,,190.7473633,,2000,10,,Low,,False
3252349,971593200000,Slow,,33970.76872,0.2722792782,105.9166412,,25309942,3.112,2458000.5,,,345.3869726,4.119748998,2457816.419,44.46560352,,,10,15,High,,True
3387609,,Very Slow,12481.86237,7755.743873,0.1620282384,63.02898407,24239080,15061466,5.612,,1.10884721,,28.8969696,1.158523908,2458043.33,323.8466764,0.8441050757,2000,,15,Low,Low,False
3471518,971593200000,Slow,,36663.20869,0.1244973351,48.42946243,18624536,,6.34,,,29.26630926,222.2190545,1.24552152,2457972.81,30.46177477,1.100098847,2000,10,15,,Low,False
3757425,972198000000,Very Slow,38147.25848,,0.2083507964,81.04846191,31168836,19367416,4.684,2458000.5,1.369832922,,45.36665556,2.052200101,,164.9980003,0.6147558558,2000,10,22,Low,,False
3169274,973670400000,Very Slow,38302.65893,23799.78271,0.2287836109,88.99682617,,21266766,4.9,,1.3220347,70.59812943,12.32004949,1.644326308,,10.80581701,0.6483952018,2000,11,8,Low,High,False
3588846,973670400000,Slow,42468.97125,26388.56716,0.4094979993,159.2947235,61260032,38065220,3.279,,2.382429739,,145.8823966,3.535430495,2458524.515,219.55142,0.2680241463,2000,,8,High,Medium,False
2162741,,Very Slow,,24011.77251,0.3002367015,116.7920761,,27908746,,2458000.5,,60.76083338,330.1144362,3.476001852,2458309.241,273.7904786,0.2792291396,2000,,,High,Low,False
3063823,974275200000,Very Slow,34462.11079,,0.0301356977,11.7227869,4508236.5,2801288.25,,2458000.5,,55.73670685,,1.101073937,2458125.325,204.2978157,1.247365192,2000,,15,Low,Low,False
3143084,,Slow,66017.37211,41020.62769,0.3856758682,150.0279236,57696292,,,2458000.5,0.9839990829,,78.74582231,1.182049314,2457851.647,,1.009745749,,,15,Low,Low,False
3648469,974275200000,Very Slow,,15566.59033,0.1678715217,65.30202484,25113222,15604633,6.745,2458000.5,0.8729409928,182.6653172,24.59716845,1.068164238,2457932.304,82.41107382,1.20844459,,11,15,Low,Medium,False
2162882,,Slow,76929.83503,47801.20777,0.4971270365,193.3824158,74369144,46210844,,2458000.5,,341.2158929,,1.720444691,2458112.002,263.7052498,,2000,11,22,,Low,True
3071917,974880000000,Very Slow,39225.93046,,0.2235454544,,33441924,20779848,4.188,2458000.5,,63.32331509,357.3136697,2.113338278,2458007.502,,,2000,11,22,Medium,,False
3179366,974880000000,Very Slow,26827.85492,16669.78574,0.2108693818,,31545612,19601534,4.812,,1.331695603,205.3598969,283.7223442,1.877209703,2458107.502,291.3740763,,2000,11,22,Low,Medium,False
3667132,,,32057.63655,19919.36866,0.2535791753,98.64229584,37934904,23571656,,2458000.5,1.188751181,,271.5994835,1.653662264,2458107.041,278.981629,0.76044469,2000,11,22,Low,,False
2247156,,Slow,49209.09667,30576.61898,0.2720654143,,40700404,,3.375,,2.217375288,103.7699005,284.7692079,3.389513887,,,,2000,,8,High,Low,False
3076547,976262400000,Very Slow,,,0.2229262595,86.71831512,,,,2458000.5,2.068406961,59.20643911,,3.017208709,2458441.992,213.7240447,0.3313218579,2000,,8,High,Low,False
3092474,976262400000,Slow,,26359.90171,0.2201115596,,32928222,20460648,5.865,,1.040899179,67.12736517,103.9059294,,2458165.131,,,,,8,Low,,True
2005604,976867200000,Slow,45830.81469,,0.3758302839,146.1979828,,34935608,6.372,2458000.5,0.9287966941,,82.58617563,1.306027455,2458067.38,286.3593129,,2000,12,15,Low,Low,True
3081292,976867200000,Very Slow,19752.65662,12273.53266,0.2500548818,97.27135468,,,,,1.078189539,148.4224509,96.25627304,,2458200.197,184.1941073,0.880362233,2000,12,15,Low,Medium,False
3145519,976867200000,,65724.91408,40838.90564,,,45167992,,,,,113.4092629,257.7005094,2.213527082,2458221.164,247.8328506,0.5083172644,2000,,15,Medium,Low,False
3721137,976867200000,Very Slow,,8464.352286,0.1159048093,45.08697128,17339112,10774025,5.632,2458000.5,1.101966653,121.2863025,242.6649539,1.210991453,2458139.852,241.2692784,,2000,,15,Low,,False
3078262,977472000000,,56293.03231,34978.30111,0.4765609516,,,44299108,4.511,,,79.35498649,114.0502966,1.94628887,,28.87339079,,2000,12,22,Low,High,True
2004183,977472000000,Slow,,47419.01736,,55.49214554,21340634,13260456,,2458000.5,1.9822137,294.8955619,236.3402693,,2458062.001,338.2800001,0.3531655748,,,22,Medium,,True
